Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,Vintage,Annual_Premium_bin,Response_pred,Response_prob
0,55,1,48,0,1,1,26,82,0,1,0.6061911
1,42,1,39,0,1,1,124,37,0,1,0.7417011
1,56,1,19,0,1,1,124,298,2,1,0.6713282
1,45,1,50,0,1,1,124,224,2,1,0.6928325
1,22,1,5,0,0,1,152,131,2,1,0.6109743
1,55,1,28,0,1,1,26,197,2,1,0.7588642
1,40,1,28,0,1,1,8,82,2,1,0.7531294
1,36,1,28,0,1,1,124,48,3,1,0.7876317
1,24,1,9,0,0,1,156,178,2,1,0.691172
1,40,1,37,0,1,1,124,150,0,1,0.7678492
1,34,1,28,0,1,1,122,101,2,1,0.83983696
0,65,1,28,0,1,1,26,153,3,1,0.6746897
1,67,1,28,0,2,1,26,281,2,1,0.72971267
0,44,1,33,0,1,1,26,128,2,1,0.7774874
1,38,1,28,0,1,1,155,253,2,1,0.83816254
1,23,1,46,0,0,1,152,123,2,1,0.57324004
1,41,1,40,0,1,1,124,59,2,1,0.7464596
0,25,1,11,0,0,1,152,201,2,1,0.6357994
1,50,1,8,0,1,1,26,126,2,1,0.74357784
1,36,1,46,0,1,1,11,117,2,1,0.7191929
1,49,1,35,0,1,1,124,213,2,1,0.7742489
1,40,1,39,0,1,1,26,243,2,1,0.77873534
1,56,1,28,0,1,1,26,58,3,1,0.7586727
1,38,1,16,0,1,1,157,133,0,1,0.7550202
0,24,1,11,0,0,1,152,74,2,1,0.60238546
1,24,1,41,0,0,1,124,145,2,1,0.7840194
1,68,1,41,0,1,1,124,118,0,1,0.56823355
0,31,1,30,0,0,1,152,117,0,1,0.6613496
1,35,1,28,0,1,1,124,87,2,1,0.83302826
1,47,1,15,0,1,1,124,204,2,1,0.7421301
1,38,1,43,0,1,1,26,72,2,1,0.7706878
1,53,1,35,0,1,1,124,171,1,1,0.78831005
1,32,1,8,0,1,1,156,58,2,1,0.82897156
1,63,1,41,0,1,1,124,189,2,1,0.6296814
0,33,1,28,0,2,1,124,191,2,1,0.8034785
0,37,1,28,0,1,1,122,27,2,1,0.7994087
1,64,1,50,0,1,1,124,271,2,1,0.5250826
1,37,1,46,0,1,1,157,124,2,1,0.8305028
0,32,1,36,0,0,1,152,125,2,1,0.6156854
1,25,1,6,0,0,1,152,186,2,1,0.5481685
1,42,1,18,0,1,1,124,153,0,1,0.776198
1,54,1,28,0,1,1,124,80,2,1,0.6752937
0,41,1,39,0,1,1,26,12,2,1,0.7602625
0,28,1,47,0,0,1,152,223,2,1,0.5397784
1,29,1,50,0,0,1,124,79,2,1,0.8145597
1,75,1,28,0,1,1,26,242,2,1,0.54231244
1,58,1,28,0,1,1,26,242,3,1,0.7576108
1,25,1,30,0,0,1,152,61,2,1,0.6474629
1,52,1,28,0,1,1,26,156,3,1,0.78878605
0,66,1,28,0,1,1,122,26,2,1,0.6197905
1,53,1,28,0,2,1,26,177,3,1,0.8630773
1,39,1,33,0,1,1,26,280,2,1,0.7827847
0,77,1,28,0,2,1,122,38,2,1,0.506277
1,78,1,28,0,1,1,26,234,2,1,0.5279236
1,49,1,48,0,1,1,124,10,0,1,0.58922833
0,54,1,28,0,1,1,26,44,2,1,0.7591136
0,51,1,28,0,1,1,26,253,2,1,0.77736306
0,62,1,28,0,1,1,156,34,2,1,0.70336926
0,46,1,41,0,1,1,157,123,0,1,0.7936664
0,36,1,28,0,1,1,124,187,2,1,0.81214607
0,26,1,28,0,0,1,152,105,2,1,0.56885356
1,71,1,28,0,1,1,124,205,3,1,0.53951854
0,41,1,8,0,1,1,124,161,2,1,0.7034393
1,59,1,46,0,1,1,26,292,2,1,0.68613034
1,44,1,6,0,1,1,26,157,2,1,0.7926834
0,46,1,46,0,1,1,157,168,2,1,0.8141303
1,49,1,28,0,1,1,26,186,2,1,0.79350966
1,30,1,41,0,1,1,154,173,1,1,0.8563293
0,65,1,28,0,1,1,26,50,0,1,0.6558635
1,52,1,28,0,1,1,124,213,2,1,0.71680754
0,28,1,38,0,0,1,124,146,0,1,0.82656354
0,42,1,28,0,1,1,124,237,2,1,0.74359924
1,56,1,28,0,1,1,124,283,0,1,0.6976167
0,53,1,47,0,1,1,26,295,2,1,0.6538522
1,40,1,28,0,2,1,26,253,2,1,0.8460026
1,44,1,28,0,1,1,59,19,3,1,0.6540397
1,47,1,28,0,1,1,26,76,2,1,0.80796003
1,34,1,46,0,1,1,150,10,1,1,0.8398017
0,41,1,8,0,2,1,26,119,2,1,0.77475566
0,55,1,8,0,1,1,124,167,3,1,0.6256849
1,42,1,33,0,1,1,124,249,2,1,0.76026696
0,36,1,28,0,1,1,124,27,2,1,0.81472445
1,52,1,28,0,2,1,26,74,2,1,0.8422045
1,49,1,18,0,2,1,26,103,2,1,0.85370517
0,24,1,29,0,0,1,152,223,1,1,0.58153343
0,34,1,28,0,2,1,156,17,2,1,0.53816926
1,45,1,28,0,1,1,124,114,2,1,0.74843085
0,23,1,3,0,1,1,124,76,2,1,0.7145508
0,52,1,9,0,2,1,156,182,2,1,0.5367055
1,62,1,28,0,2,1,26,250,2,1,0.79455
1,48,1,28,0,1,1,26,225,1,1,0.8081749
0,46,1,8,0,1,1,26,276,2,1,0.7602743
0,29,1,30,0,0,1,152,147,2,1,0.6812964
1,56,1,7,0,1,1,124,198,0,1,0.6483428
0,31,1,15,0,1,1,154,46,0,1,0.7577738
0,44,1,41,0,1,1,124,178,2,1,0.78777766
0,46,1,46,0,1,1,124,48,2,1,0.7535112
0,28,1,29,0,0,1,152,118,2,1,0.698563
1,40,1,28,0,1,1,122,201,3,1,0.7825467
1,71,1,28,0,1,1,124,264,2,1,0.51846844
1,40,1,46,0,1,1,124,213,2,1,0.779193
1,58,1,28,0,1,1,122,264,2,1,0.6692579
1,36,1,20,0,1,1,124,192,0,1,0.782205
1,46,1,21,0,1,1,124,13,2,1,0.7642659
1,38,1,28,0,1,1,124,50,2,1,0.7911033
1,59,1,28,0,1,1,29,214,2,1,0.5975535
1,76,1,28,0,1,1,26,46,3,1,0.5467771
1,69,1,39,0,1,1,26,220,2,1,0.5283177
1,27,1,18,0,1,1,124,298,0,1,0.76889926
1,52,1,28,0,1,1,26,209,2,1,0.78564423
1,38,1,10,0,1,1,124,12,2,1,0.79982126
1,46,1,45,0,1,1,124,41,1,1,0.77045876
1,29,1,17,0,0,1,26,121,2,1,0.80244076
1,56,1,28,0,2,1,116,286,2,1,0.6929102
0,34,1,11,0,1,1,124,209,1,1,0.8855048
1,46,1,41,0,1,1,26,216,2,1,0.8119257
1,24,1,20,0,0,1,152,63,0,1,0.5246068
0,31,1,29,0,0,1,124,164,1,1,0.8826192
1,35,1,28,0,1,1,26,28,3,1,0.82634753
1,57,1,28,0,1,1,13,277,2,1,0.6956193
1,60,1,8,0,1,1,26,115,2,1,0.66802233
1,40,1,41,0,1,1,124,41,2,1,0.80398446
0,24,1,6,0,0,1,152,13,2,1,0.6230831
1,46,1,28,0,1,1,124,42,2,1,0.7458863
1,49,1,6,0,1,1,26,181,1,1,0.78793657
1,51,1,39,0,1,1,124,179,0,1,0.7102676
1,44,1,28,0,1,1,122,207,2,1,0.78589374
1,50,1,47,0,1,1,163,71,0,1,0.7155438
1,61,1,18,0,2,1,26,169,2,1,0.79585683
0,52,1,28,0,1,1,26,264,2,1,0.77498245
0,73,1,28,0,1,1,26,119,2,1,0.5530936
1,49,1,41,0,2,1,26,235,2,1,0.87249076
0,64,1,28,0,1,1,122,248,2,1,0.6194193
0,37,1,0,0,1,1,26,171,0,1,0.57393473
1,70,1,40,0,1,1,124,238,2,1,0.5373009
0,29,1,28,0,1,1,154,276,2,1,0.8002001
0,32,1,15,0,0,1,156,232,2,1,0.7992561
0,39,1,10,0,1,1,156,157,0,1,0.7335701
0,28,1,36,0,0,1,152,266,2,1,0.5455566
0,32,1,8,0,0,1,152,199,2,1,0.5149246
1,45,1,46,0,1,1,26,186,2,1,0.7858695
1,52,1,28,0,2,1,122,81,2,1,0.75901276
1,41,1,8,0,1,1,26,128,2,1,0.76526767
0,39,1,41,0,1,1,26,218,2,1,0.809939
0,66,1,14,0,1,1,26,152,2,1,0.57904345
1,43,1,14,0,1,1,26,175,2,1,0.77187306
1,30,1,41,0,1,1,124,71,3,1,0.84347785
0,47,1,16,0,1,1,26,257,0,1,0.7392513
0,30,1,41,0,0,1,153,45,2,1,0.6790898
0,64,1,17,0,1,1,26,92,0,1,0.5824179
0,60,1,30,0,1,1,26,247,0,1,0.7101918
1,27,1,6,0,0,1,152,279,2,1,0.5707157
0,25,1,28,0,0,1,152,79,2,1,0.57153714
1,41,1,8,0,1,1,7,222,2,1,0.68729544
1,55,1,42,0,1,1,26,90,2,1,0.684551
1,61,1,28,0,1,1,26,105,3,1,0.7139646
1,52,1,28,0,1,1,26,264,2,1,0.77603334
0,25,1,30,0,0,1,152,287,2,1,0.5673635
0,73,1,28,0,2,1,124,291,3,1,0.5617067
1,29,1,30,0,1,1,26,231,2,1,0.8629362
1,44,1,28,0,1,1,26,210,3,1,0.8186292
1,45,1,29,0,2,1,124,107,2,1,0.81309944
0,45,1,8,0,1,1,25,76,2,1,0.74171025
1,40,1,28,0,1,1,44,77,2,1,0.7984493
0,36,1,28,0,1,1,124,116,0,1,0.79026765
1,46,1,3,0,1,1,124,131,2,1,0.77612597
1,45,1,28,0,1,1,26,144,2,1,0.81071275
1,48,1,28,0,1,1,124,146,2,1,0.7364466
0,46,1,28,0,1,1,25,268,2,1,0.7717959
1,40,1,28,0,1,1,26,224,2,1,0.8186689
0,51,1,28,0,1,1,124,206,2,1,0.71442604
0,56,1,28,0,1,1,26,149,2,1,0.73882437
1,39,1,28,0,1,1,26,232,2,1,0.8094833
0,60,1,8,0,2,1,124,115,2,1,0.57473934
1,44,1,28,0,2,1,13,120,2,1,0.77640766
0,24,1,30,0,0,1,152,275,2,1,0.59250623
1,35,1,36,0,1,0,163,269,2,1,0.77988315
0,42,1,48,0,1,1,124,288,0,1,0.6559665
1,46,1,28,0,1,1,124,42,2,1,0.7458863
1,45,1,28,0,2,1,124,133,2,1,0.7731813
0,23,1,28,0,1,1,124,261,0,1,0.66585875
1,41,1,46,0,1,1,124,171,1,1,0.7695389
0,41,1,11,0,1,1,124,90,2,1,0.79791826
1,42,1,20,0,1,1,124,256,0,1,0.72928244
0,40,1,45,0,1,1,156,110,0,1,0.74874634
1,55,1,28,0,1,1,26,169,2,1,0.7545866
0,53,1,28,0,2,1,124,261,2,1,0.6992651
0,73,1,28,0,1,1,122,47,2,1,0.5839262
1,66,1,28,0,1,1,26,255,3,1,0.63393116
1,76,1,28,0,1,1,122,174,2,1,0.5260906
0,30,1,28,0,0,1,139,142,3,1,0.60346955
1,31,1,3,0,1,1,156,210,2,1,0.8527236
0,28,1,29,0,0,1,156,84,0,1,0.74301875
1,57,1,8,0,1,1,124,83,2,1,0.62322766
0,25,1,28,0,1,1,156,294,0,1,0.57663125
1,69,1,28,0,1,1,26,169,2,1,0.5830808
0,44,1,35,0,1,1,124,91,2,1,0.776046
0,53,1,24,0,1,1,26,115,1,1,0.7405331
0,36,1,33,0,1,1,157,168,0,1,0.8049237
0,31,1,28,0,0,1,154,69,0,1,0.7991135
0,25,1,28,0,0,1,152,168,2,1,0.5491257
1,44,1,28,0,1,1,55,55,3,1,0.6176147
1,50,1,8,0,2,1,124,70,3,1,0.70534337
0,64,1,28,0,1,1,124,58,2,1,0.5834667
1,63,1,7,0,1,1,156,145,0,1,0.5382752
1,35,1,28,0,1,1,26,13,3,1,0.8240069
1,21,1,29,0,0,1,124,77,2,1,0.7657354
1,43,1,28,0,1,1,124,61,2,1,0.7451473
0,43,1,28,0,1,1,13,283,2,1,0.70166475
1,42,1,28,0,0,1,124,253,2,1,0.94391847
1,64,1,46,0,1,1,124,285,2,1,0.57225066
0,38,1,0,0,2,1,124,211,0,1,0.6597938
0,39,1,28,0,1,1,26,26,2,1,0.8057196
1,56,1,8,0,1,1,7,44,2,1,0.70046216
1,37,1,28,0,1,1,26,250,2,1,0.8196916
0,48,1,8,0,1,1,156,63,0,1,0.7081047
0,45,1,8,0,1,1,26,129,0,1,0.7344286
0,59,1,3,0,1,1,156,92,0,1,0.62452805
0,51,1,28,0,1,1,26,110,2,1,0.7769418
0,76,1,35,0,1,1,26,24,2,1,0.5994675
0,44,1,45,0,1,1,124,147,2,1,0.7458471
1,45,1,4,0,1,1,26,227,0,1,0.78958625
0,51,1,28,0,1,1,124,208,2,1,0.71442604
0,40,1,6,0,1,1,26,153,2,1,0.79271746
1,44,1,11,0,1,1,124,128,0,1,0.781721
1,34,1,47,0,1,1,152,234,2,1,0.5702081
0,65,1,28,0,1,1,124,59,2,1,0.5935209
0,63,1,36,0,1,1,156,69,0,1,0.6444041
1,39,1,29,0,1,1,26,67,0,1,0.81363416
1,45,1,28,0,1,1,156,179,0,1,0.7049086
0,30,1,6,0,1,1,124,80,2,1,0.8071718
0,45,1,28,0,1,1,23,122,2,1,0.7901415
0,24,1,28,0,0,1,152,257,2,1,0.55221254
1,49,1,29,0,1,1,26,223,0,1,0.81719744
1,52,1,50,0,1,1,8,177,2,1,0.6100808
1,51,1,28,0,1,1,26,142,2,1,0.7823583
1,49,1,7,0,1,1,124,295,2,1,0.71832305
1,40,1,30,0,1,1,124,139,2,1,0.79864657
1,42,1,15,0,1,1,122,269,2,1,0.6885429
0,59,1,28,0,2,1,122,211,2,1,0.7036802
0,46,1,28,0,1,1,26,272,2,1,0.80955803
1,48,1,8,0,2,1,124,141,2,1,0.7262816
1,55,1,37,0,1,1,124,227,2,1,0.69803774
0,33,1,27,0,0,1,152,71,2,1,0.59130293
1,54,1,28,0,1,1,122,295,2,1,0.7088164
1,45,1,28,0,1,1,26,277,1,1,0.79964995
0,30,1,23,0,0,1,152,204,1,1,0.65226156
1,29,1,29,0,0,1,154,172,1,1,0.8290879
0,45,1,28,0,1,1,26,251,2,1,0.80215913
1,30,1,30,0,0,1,124,45,1,1,0.87935305
1,46,1,29,0,1,1,124,195,2,1,0.7940617
0,47,1,36,0,1,1,26,27,2,1,0.7649276
1,34,1,28,0,1,1,152,73,2,1,0.7027203
1,53,1,50,0,1,1,26,153,0,1,0.62996966
0,29,1,28,0,0,1,152,21,2,1,0.6659763
1,39,1,15,0,1,1,124,59,2,1,0.76228905
0,57,1,28,0,1,1,25,282,2,1,0.7163509
1,50,1,28,0,1,1,124,291,3,1,0.7234661
0,24,1,6,0,0,1,152,107,2,1,0.51290196
1,44,1,13,0,1,1,124,209,2,1,0.7516729
0,35,1,29,0,1,1,26,228,0,1,0.84602034
1,25,1,37,0,0,1,152,243,0,1,0.5177494
0,45,1,46,0,1,1,11,219,2,1,0.6142843
1,48,1,8,0,1,1,26,40,2,1,0.7823678
0,40,1,8,0,2,1,157,62,0,1,0.6552855
0,36,1,28,0,1,1,124,238,2,1,0.8015066
1,51,1,8,0,2,1,26,118,2,1,0.8065369
1,44,1,41,0,1,1,25,282,3,1,0.8424901
1,41,1,23,0,1,1,124,212,2,1,0.76894444
0,23,1,19,0,0,1,156,163,0,1,0.57417876
0,48,1,50,0,1,1,8,35,2,1,0.57917506
1,42,1,41,0,1,1,26,188,2,1,0.8090916
1,51,1,28,0,1,1,124,223,2,1,0.72724044
1,40,1,28,0,2,1,124,31,2,1,0.800554
1,45,1,28,0,1,1,124,78,3,1,0.73649305
1,60,1,14,0,2,1,124,222,1,1,0.69833547
1,37,1,49,0,1,1,154,294,2,1,0.8208239
1,33,1,23,0,0,1,156,73,0,1,0.70947665
1,66,1,9,0,1,1,26,227,2,1,0.573657
1,56,1,28,0,1,1,26,166,3,1,0.76157326
0,62,1,28,0,1,1,124,228,2,1,0.59125316
1,38,1,28,0,1,1,124,162,2,1,0.78458995
1,46,1,8,0,0,1,124,78,0,1,0.88830334
0,72,1,41,0,2,1,26,191,2,1,0.6417478
1,49,1,28,0,1,1,26,250,3,1,0.7924397
1,42,1,8,0,1,1,124,39,2,1,0.73969525
0,56,1,28,0,1,1,157,185,0,1,0.7437818
1,63,1,28,0,2,1,26,141,2,1,0.78351754
0,42,1,28,0,1,1,122,60,2,1,0.7614002
1,48,1,46,0,1,1,124,129,2,1,0.73063415
1,42,1,47,0,1,1,124,276,2,1,0.7081377
1,39,1,41,0,1,1,154,148,2,1,0.79989016
1,24,1,28,0,0,1,152,27,3,1,0.57838964
0,59,1,41,0,1,1,124,97,2,1,0.6803161
1,56,1,28,0,1,1,26,81,2,1,0.7485698
0,38,1,13,0,1,1,154,21,2,1,0.7999385
1,57,1,13,0,1,1,3,158,1,1,0.72833914
1,42,1,28,0,2,1,26,96,2,1,0.857814
1,57,1,28,0,2,1,26,59,3,1,0.8538987
0,40,1,8,0,1,1,122,238,2,1,0.6420917
0,37,1,11,0,1,1,124,234,2,1,0.83941483
1,44,1,28,0,1,1,122,54,2,1,0.7761308
1,61,1,28,0,1,1,124,276,2,1,0.5913364
0,36,1,8,0,1,1,124,191,2,1,0.77889264
0,57,1,28,0,1,1,13,149,2,1,0.65831524
1,45,1,28,0,1,1,55,189,2,1,0.7330049
1,30,1,28,0,0,1,124,199,2,1,0.86605656
1,61,1,28,0,2,1,124,177,3,1,0.67347026
0,52,1,15,0,1,1,124,235,2,1,0.6873882
1,41,1,28,0,1,1,124,233,2,1,0.7630581
1,57,1,45,0,1,1,26,78,2,1,0.71913177
1,33,1,28,0,1,1,26,194,2,1,0.85490835
0,36,1,46,0,1,1,26,128,2,1,0.8092676
1,26,1,47,0,0,1,152,127,1,1,0.56718266
1,46,1,28,0,1,1,26,150,2,1,0.81071275
1,44,1,28,0,1,1,26,287,2,1,0.80724907
0,34,1,3,0,1,1,26,295,2,1,0.87065744
0,48,1,11,0,1,1,124,267,2,1,0.79220015
1,46,1,17,0,1,1,124,56,0,1,0.7294601
0,35,1,30,0,1,1,124,246,2,1,0.8473817
0,37,1,6,0,1,1,156,199,0,1,0.7601383
1,35,1,11,0,1,1,154,126,2,1,0.8066489
0,51,1,28,0,1,1,124,288,2,1,0.71277857
1,58,1,28,0,1,1,26,157,2,1,0.7323207
0,48,1,41,0,1,1,26,29,3,1,0.7864944
1,51,1,3,0,1,1,26,84,2,1,0.7754072
0,51,1,28,0,1,1,25,128,2,1,0.79092073
1,23,1,37,0,0,1,152,73,2,1,0.5308197
1,25,1,28,0,0,1,157,26,3,1,0.6259022
1,45,1,14,0,1,1,26,189,2,1,0.7810781
0,49,1,44,0,1,1,26,61,0,1,0.70506024
0,41,1,6,0,1,1,156,114,0,1,0.7224368
1,58,1,46,0,2,1,156,102,0,1,0.50253457
1,42,1,10,0,1,1,157,88,0,1,0.7423739
0,40,1,38,0,1,1,157,220,0,1,0.7343333
0,37,1,29,0,1,1,26,53,2,1,0.8464507
0,49,1,28,0,1,1,122,162,3,1,0.7296764
1,42,1,8,0,1,1,26,77,2,1,0.75238985
1,41,1,13,0,1,1,124,151,2,1,0.7513756
1,25,1,28,0,0,1,156,170,2,1,0.72050357
0,41,1,3,0,1,1,157,111,0,1,0.79979223
1,71,1,28,0,1,1,124,201,3,1,0.5388146
1,55,1,8,0,1,1,30,79,2,1,0.6678217
1,47,1,30,0,1,1,26,17,1,1,0.80618197
0,70,1,24,0,1,1,155,206,2,1,0.66651726
0,39,1,16,0,1,1,122,157,2,1,0.69485736
1,44,1,41,0,1,1,124,36,2,1,0.79483324
0,21,1,48,0,1,1,154,37,0,1,0.50016534
0,40,1,28,0,1,1,124,220,2,1,0.78194886
1,46,1,28,0,2,1,26,287,3,1,0.8724518
1,27,1,30,0,0,1,156,120,2,1,0.7938743
0,58,1,28,0,1,1,122,94,1,1,0.64558446
1,38,1,11,0,1,1,124,214,2,1,0.84906226
1,50,1,28,0,1,1,26,13,2,1,0.8028753
0,52,1,7,0,2,1,124,142,0,1,0.6245446
1,55,1,28,0,1,1,124,270,0,1,0.6812037
0,45,1,33,0,1,1,124,87,2,1,0.7446872
0,47,1,28,0,1,1,157,236,0,1,0.78145164
1,25,1,14,0,1,1,124,251,0,1,0.7536371
0,42,1,28,0,1,1,122,140,2,1,0.76436156
0,49,1,8,0,2,1,124,178,2,1,0.68012476
1,51,1,28,0,1,1,26,183,3,1,0.7972428
1,45,1,8,0,1,1,124,228,2,1,0.7107741
0,58,1,10,0,1,1,163,277,1,1,0.79082143
0,32,1,3,0,1,1,157,223,0,1,0.8460716
0,70,1,28,0,2,1,26,293,3,1,0.70093894
1,57,1,29,0,1,1,7,132,0,1,0.7087655
1,59,1,28,0,1,1,124,143,3,1,0.6417787
1,43,1,36,0,1,1,124,73,2,1,0.7558976
0,54,1,48,0,1,1,124,144,0,1,0.58613473
1,44,1,28,0,1,1,26,97,2,1,0.8144118
0,50,1,52,0,1,1,124,282,0,1,0.54885375
0,32,1,3,0,0,1,124,177,2,1,0.86902833
0,39,1,46,0,1,1,26,259,2,1,0.77640706
1,42,1,28,0,1,1,26,243,2,1,0.8198837
0,43,1,46,0,1,1,154,293,1,1,0.76272935
1,52,1,41,0,1,1,26,160,2,1,0.77175975
1,67,1,28,0,1,1,26,22,2,1,0.6085296
1,70,1,28,0,1,1,26,121,2,1,0.5850913
1,38,1,28,0,1,1,124,150,0,1,0.78042185
0,36,1,8,0,1,1,23,24,2,1,0.8326813
1,46,1,13,0,1,1,26,124,2,1,0.7840846
1,35,1,29,0,1,1,124,71,2,1,0.85900426
1,67,1,36,0,1,1,26,220,2,1,0.57905483
1,45,1,28,0,1,1,124,157,2,1,0.747677
1,72,1,36,0,1,1,124,222,2,1,0.56184524
1,73,1,28,0,1,1,26,84,2,1,0.56988406
1,46,1,47,0,1,1,16,36,2,1,0.62110996
0,52,1,8,0,1,1,25,120,2,1,0.7462568
1,71,1,28,0,2,1,26,111,3,1,0.75603807
1,40,1,43,0,1,1,124,298,2,1,0.70793116
1,42,1,8,0,1,1,124,140,2,1,0.70930904
0,33,1,41,0,0,1,152,171,2,1,0.7358355
0,35,1,28,0,1,1,124,183,2,1,0.8239945
1,49,1,27,0,1,1,26,150,1,1,0.7526867
1,44,1,46,0,1,1,157,259,0,1,0.770748
1,46,1,33,0,1,1,124,136,2,1,0.74102396
1,61,1,41,0,2,1,26,241,2,1,0.82504433
1,28,1,28,0,0,1,160,262,2,1,0.50860256
0,25,1,24,0,1,1,156,74,1,1,0.7261029
0,48,1,28,0,1,1,124,261,2,1,0.7378228
1,49,1,28,0,1,1,26,288,2,1,0.78490967
1,59,1,13,0,1,1,124,131,2,1,0.63058925
1,45,1,15,0,1,1,124,118,2,1,0.74255145
1,24,1,45,0,0,1,124,232,2,1,0.726527
1,28,1,28,0,0,1,152,298,2,1,0.72385865
0,55,1,30,0,1,1,26,134,2,1,0.72901106
1,53,1,5,0,1,1,26,222,2,1,0.74091256
0,26,1,28,0,1,1,124,194,2,1,0.74766785
0,37,1,28,0,1,1,26,139,2,1,0.8227343
0,37,1,28,0,1,1,24,150,2,1,0.7729491
1,56,1,28,0,1,1,124,17,2,1,0.6797556
0,21,1,3,0,0,1,156,205,2,1,0.6933214
0,55,1,28,0,1,1,26,246,2,1,0.73498636
0,46,1,1,0,1,1,124,297,0,1,0.5946193
1,49,1,46,0,1,1,157,219,0,1,0.75492805
0,40,1,15,0,1,1,124,92,2,1,0.7647125
1,41,1,47,0,1,1,124,224,2,1,0.73638326
1,39,1,41,0,2,1,26,95,2,1,0.85571504
1,40,1,28,0,1,1,26,241,0,1,0.8022949
1,23,1,28,0,0,1,152,289,2,1,0.61156905
1,50,1,28,0,2,1,122,133,2,1,0.77540123
1,48,1,28,0,1,1,124,184,2,1,0.740484
1,43,1,28,0,1,1,26,297,1,1,0.81270254
0,47,1,28,0,1,1,124,193,2,1,0.74691963
0,45,1,46,0,1,1,11,257,2,1,0.55891824
0,48,1,41,0,1,1,26,122,2,1,0.80232084
1,44,1,28,0,1,1,124,228,2,1,0.75635135
1,59,1,28,0,1,1,124,206,2,1,0.6503622
1,49,1,28,0,1,1,26,141,2,1,0.7887868
0,64,1,28,0,1,1,124,99,2,1,0.5669216
1,49,1,28,0,1,1,26,75,2,1,0.7857995
1,39,1,28,0,1,1,52,43,2,1,0.7393292
1,35,1,2,0,1,1,124,116,2,1,0.8153375
0,34,1,2,0,1,1,156,292,0,1,0.7166282
0,74,1,28,0,1,1,26,194,3,1,0.58117193
1,45,1,5,0,1,1,26,115,0,1,0.77895707
1,37,1,28,0,1,1,26,27,2,1,0.8112995
1,65,1,28,0,1,1,122,66,3,1,0.6298551
0,39,1,14,0,1,1,124,101,0,1,0.7602251
1,45,1,28,0,1,1,26,154,2,1,0.81071275
1,53,1,41,0,1,1,124,178,2,1,0.74395466
1,46,1,28,0,1,1,26,11,2,1,0.8157659
1,28,1,30,0,0,1,152,216,1,1,0.7053353
1,70,1,8,0,1,1,26,249,2,1,0.538872
1,56,1,28,0,2,1,124,24,2,1,0.7262822
0,25,1,28,0,0,1,152,54,2,1,0.54987276
0,67,1,41,0,1,1,124,73,2,1,0.5725381
1,58,1,8,0,1,1,26,285,2,1,0.6704807
1,55,1,28,0,1,1,124,154,3,1,0.6687314
0,41,1,28,0,1,1,124,137,0,1,0.7499726
0,50,1,28,0,1,1,26,35,3,1,0.79099053
0,49,1,30,0,1,1,124,228,2,1,0.75292075
1,54,1,50,0,1,1,8,89,3,1,0.55015564
1,58,1,8,0,1,1,25,75,3,1,0.69415575
1,22,1,21,0,0,1,152,12,1,1,0.56368434
1,72,1,29,0,1,1,124,51,1,1,0.58123845
0,34,1,28,0,2,1,163,113,2,1,0.6218233
0,35,1,28,0,1,1,157,101,2,1,0.8454548
1,36,1,15,0,1,1,154,160,2,1,0.7660121
0,33,1,28,0,1,1,122,146,2,1,0.8143859
0,51,1,28,0,1,1,124,60,2,1,0.712436
0,57,1,41,0,1,1,124,179,2,1,0.7115016
0,45,1,28,0,1,1,26,94,3,1,0.80926704
1,58,1,3,0,1,1,124,144,0,1,0.6583789
1,56,1,28,0,1,1,124,207,2,1,0.676994
1,47,1,28,0,1,1,26,177,2,1,0.81245863
1,43,1,13,0,1,1,154,128,1,1,0.76414126
1,45,1,28,0,1,1,125,168,3,1,0.75612247
0,47,1,29,0,1,1,124,94,0,1,0.7783523
1,39,1,28,0,1,1,154,71,2,1,0.74051154
1,45,1,15,0,1,1,124,235,2,1,0.7386717
1,43,1,2,0,1,1,124,107,2,1,0.7369159
1,26,1,46,0,1,1,124,49,0,1,0.772014
1,44,1,28,0,2,1,124,104,2,1,0.7757318
1,25,1,28,0,0,1,154,11,1,1,0.65830904
1,30,1,8,0,1,1,124,205,2,1,0.8055997
0,43,1,33,0,1,1,26,76,2,1,0.77444404
1,54,1,12,0,1,1,124,292,0,1,0.67207503
1,23,1,41,0,0,1,124,257,2,1,0.7741702
0,48,1,28,0,1,1,26,162,2,1,0.7888639
1,42,1,28,0,1,1,124,37,2,1,0.75659627
1,48,1,47,0,1,1,156,86,2,1,0.6982111
0,40,1,36,0,1,1,152,244,2,1,0.51421
1,51,1,28,0,1,1,26,294,2,1,0.78222215
0,67,1,28,0,1,1,122,27,2,1,0.6197905
0,41,1,33,0,1,1,154,37,1,1,0.79277617
1,64,1,35,0,1,1,26,99,1,1,0.73192585
0,66,1,6,0,1,1,124,42,2,1,0.6208304
1,44,1,47,0,1,1,124,125,2,1,0.70129067
1,24,1,41,0,0,1,152,253,2,1,0.6430963
1,42,1,50,0,1,1,124,120,2,1,0.69959587
1,37,1,13,0,1,1,156,155,2,1,0.80529183
0,24,1,28,0,0,1,124,48,2,1,0.7177008
0,69,1,28,0,1,1,122,254,2,1,0.5496754
1,63,1,46,0,2,1,26,138,2,1,0.734523
1,49,1,28,0,1,1,124,124,2,1,0.71713024
